Target	Source	Reactome_Refs	"Journal source: open access (F), closed (restricted access) with information in accessible abstract (A), closed with information in full text (C)"	Reach_Refs	Reach_Literature-reference_statement	Reactome_Literature-reference_statement
CDC42	NET1	NO (PMID9670022)	F			"PMID9670022: mNET1?N promoted GTP?S loading onto RhoA, but showed no activity against Rac1 or Cdc42, while control immunoprecipitates showed no activity with any of the GTPases (Figure 2A, upper panel). In the GDP release assay, mNET1?N immunoprecipitates displayed activity against RhoA but not Rac1 or Cdc42 (Figure 2A, lower panel)."
CDC42	NGEF	PMID17702745	F	PMID23538840	"PMID23538840: The neuronal guanine nucleotide exchange factor ( intersectin-1L ) , one isoform of the intersectin-1 protein , enhances secretagogue induced activation of Cdc42 ."	"PMID17702745: These findings strongly support the results of the nucleotide exchange assay, wherein the FGFR-mediated phosphorylation of some tyrosines augments the guanine nucleotide exchange activity of ephexin1 on RhoA without affecting the activity on Cdc42 or Rac1."
CDC42	OBSCN	NO (PMID19605563)	F			"PMID19605563: Other small GTPases, including rac1 and cdc42, neither associate with the rhoGEF domain of obscurin nor concentrate at the level of the M-bands."
CDC42	PLEKHG2	PMID18045877	F			PMID18045877: Combined expression of G?? and FLJ00018 significantly induced activation of Rac and Cdc42 but not RhoA.
CDC42	PLEKHG5	NO (PMID11704860)	F			"PMID11704860: The beta-galactosidase filter assays showed that GEF720 can activate RhoA in yeast, allowing the binding of the GTPase to its effector Rock, while it has no or little effect on Rac1, Cdc42Hs and RhoG (Figure 3a) nor on Rac2 and 3 (data not shown)."
CDC42	PREX1	NO (PMID26887924);PMID23255595	"F,F"	PMID25961466	"PMID25961466: 17,19,36 Moreover , overexpression of P-Rex1 in endothelial cells , XREF_BIBR myeloid cells , XREF_BIBR fibroblasts XREF_BIBR or neurons XREF_BIBR induces cell morphologies typical for active Rac ( spreading , lamellipodia formation , membrane ruffling ) rather than Cdc42 ( filopodia and microspike formation ) or RhoA ( stress fibers ) ."	"PMID26887924: In addition, unlike Rac1, levels of active Cdc42 and RhoA, two small GTPases that are also implicated in cell migration, were not affected upon expression of the different GEF constructs, confirming the selectivity of Tiam1 and P-Rex1 in activating Rac1 (Fig. 1a,b).;PMID23255595: from table and figures."
CDC42	RASGRF2	NO (PMID21685891) inhibition	A	PMID22790194	"PMID22790194: Accordingly , knockdown of RasGRF2 was shown to induce Cdc42 activity.XREF _ BIBR The inhibitory effect of RasGRF on Cdc42 translated into an inhibition of cell migration and invasion ."	"PMID21685891: RasGRF2 suppresses rounded movement by inhibiting the activation of Cdc42 independently of its capacity to activate Ras. RasGRF2 and RasGRF1 directly bind to Cdc42, outcompeting Cdc42 GEFs, thereby preventing Cdc42 activation."
CDC42	SOS1	NO (PMID9438849)	C			"PMID9438849: Moreover, Iysates from cells expressing DH-Sos displayed no GEF activity toward GST-Cdc42 (Fig. 1D)."
CDC42	SOS2	NO (PMID9438849)	C			"PMID9438849: Moreover, Iysates from cells expressing DH-Sos displayed no GEF activity toward GST-Cdc42 (Fig. 1D)."
CDC42	TIAM1	NO (PMID18653540);PMID7753201;NO (PMID23255595)	"F, C,F"	PMID19171758;PMID24632947;PMID20819206;PMID23950931;PMID22570618;PMID22204307;PMID10579721;PMID11134074	"PMID19171758: Tiam1 promotes the localization of IRSp53 to Rac1 induced lamellipodia rather than cdc42 induced filopodia ( XREF_BIBR ) .;PMID24632947: Finally , we observed that whereas loss of tiam-1 did not increase the engulfment defect of cdc-42 ( lf ) or cdc-42 ( RNAi ) animals , tiam-1 , cdc-42 , ced-10 triple mutant animals contained more corpses than both tiam-1 , ced-10 and cdc-42 , ced-10 double mutants ( XREF_TABLE and XREF_SUPPLEMENTARY ) .;PMID20819206: It was previously demonstrated that Tiam1 can activate Rac1 and Cdc42 in in vitro exchange assays , and Rac1 in cell based assays [ XREF_BIBR ] .;PMID23950931: MAP1B is found to interact with Tiam1 thereby activating Rac1 and cdc42 and further inhibiting RhoA activity which leads to actin polymerization and axonal elongation XREF_BIBR , XREF_BIBR .;PMID22570618: osm-6p : : tiam-1 : : mCherry , which produces full-length TIAM-1 tagged with mCherry in the PDE neurons but not surrounding cells , restored the effects of CDC-42 ( G12V ) in tiam-1 ( ok772 ) and tiam-1 ( tm1556 ) mutants ( XREF_FIG ) ( p < 0.001 in each case ) .;PMID22204307: Our observations support the view that another signaling cascade involves the small Rho GTPase member Rac1 [ XREF_BIBR ] , which is activated by a pathway involving the same upstream components ( fibronectin , integrin-beta1 and FAK ) but two other GEFs , DOCK180 and Tiam-1 [ XREF_BIBR ] , which are obviously not involved in C. jejuni induced Cdc42 activation as shown here .;PMID10579721: We demonstrate that Tiam1 specifically activates Rac but not Cdc42 or Rho in NIH3T3 fibroblasts .;PMID11134074: The production of phosphatidylinositol 3 , 4 , 5-triphosphate by PI3 kinase has been linked to activation of Rho guanine nucleotide exchange factors such as Sos , Vav , and Tiam1 ( Han et al. 1998 , Nimnual et al. 1998 , Sander et al. 1998 ) , and therefore presumably to Rac or Cdc42 and its effectors such as Pak ."	"PMID18653540: Determined from figure;PMID7753201: These experiments indicate that Tiam1 is a GDS protein for Rho-like GTPases and that in vitro Tiam1 activates Rac1 and hCdc42 and, to a lesser extent, RhoA.;PMID23255595: from table and figures."
CDC42	TIAM2	N/D				N/D
CDC42	TRIO	NO (PMID22571869;PMID23255595);PMID28196833	"F,F,C"			"PMID22571869: Interestingly, depletion of Trio expression by siRNA oligonucleotides had no effect on TWEAK-induced Cdc42 activation (Fig. 4C), suggesting that Trio functions downstream of Cdc42 to induce Rac1 activation.;PMID28196833: To our surprise, we observed that Trio potently activated RhoA-His and Cdc42-His on membranes, although with a lower exchange rate than RhoG-His and Rac1-His (Figure 3E).;PMID23255595: from table and  figures."
CDC42	VAV1	NO (PMID11007481)	F	PMID23015760;PMID26353933;PMID25359237;PMID19669224;PMID11448999;PMID20048286;PMID20048286;PMID26783207	"PMID23015760: Vav1 activates Cdc42 , Rac1 , and RhoA GTPases and is involved in key biological functions , including actin cytoskeleton reorganization and activation of ERK and Jun N-terminal kinase , as well as development and activation of immune cells ( XREF_BIBR ) .;PMID26353933: This process requires Vav1 activation of Cdc42 , demonstrating that in pancreatic tumor cells , ectopically expressed Vav1 can signal through multiple pathways .;PMID25359237: This is essential for movement and is driven by Rho GTPases Cdc42 , Rac1 , Rac2 and the Rac and Cdc42 GEFs p-Rex1 and Vav1 that activate Rac and Cdc42 [ XREF_BIBR-XREF_BIBR ] .;PMID19669224: VAV1 increased Cdc42 activity , and in turn , Cdc42 regulated the shape and migration of ALCL cells .;PMID11448999: Vav1 activates Rac1 and perhaps RhoA and Cdc42 ( XREF_BIBR , XREF_BIBR ) .;PMID20048286: Furthermore , overexpression of Vav1 in endothelial cells significantly increased Cdc42 and Rac1 activation ( XREF_FIG ) .;PMID20048286: Overexpression of Vav1 increases Rac1 and Cdc42 activities , whereas knockdown of Vav1 decreases these activities .;PMID26783207: Either overexpression of Tuba or Vav1 , another Cdc42 GEF , was able to increase Cdc42 activity , but co-expression of Shp2-E76G abolished only Tuba- but not Vav1 induced Cdc42 activation ( XREF_FIG and XREF_SUPPLEMENTARY ) ."	"PMID11007481: To understand the mechanism of Vav DH domain activation, we examined several Vav constructs for their ability to stimulate nucleotide exchange on Rac and Cdc42. Based on sequence comparisons with DH domains of known structure (2, 37, 51), we expressed and purified residues 181375 of mouse Vav1 comprising the isolated DH fragment. GDP release assays show that this fragment is active toward Rac1 (Figure 1). In agreement with previous findings, no GEF activity was observed toward Cdc42 under the same conditions (Figure 1)."
CDC42	VAV2	PMID18653540;PMID15728722;PMID15850391;PMID23255595	"F, F, A,F"	PMID11448999;PMID20940296;PMID11448999;PMID11448999;PMID11448999;PMID26227241;PMID24795148;PMID20940296;PMID20940296;PMID20940296;PMID25753037;PMID11448999;PMID20940296	"PMID11448999: Since these cells form filopodia and we detected minimal activation of Cdc42 by Vav2 , it is likely that another RhoGEF activates Cdc42 in response to integrin activation .;PMID20940296: Given our results that Cbl and Vav2 form a complex , together with our previous studies that Cbl-Vav1 interaction promotes Vav1 ubiquitinylation ( XREF_BIBR ) , we reasoned that association with Cbl may promote Vav2 ubiquitinylation , resulting in attenuation of EGF induced and Vav2 dependent activation of Rac1 and Cdc42 .;PMID11448999: Since activation of Jnk in COS7 cells is dependent on Rac or Cdc42 but not Rho ( XREF_BIBR ) , and we detect minimal activation of Cdc42 by Vav2 , stimulation of Jnk by Vav2 in COS7 cells indicates that Vav2 activates Rac in vivo .;PMID11448999: XREF_BIBR found that Vav2 expressed in CHO cells activates Rac1 , RhoA , and Cdc42 in vivo .;PMID11448999: Using baculovirus derived recombinant protein , XREF_BIBR found that Vav2 activates RhoA , RhoB , and RhoG , but not Rac1 or Cdc42 , as determined by exchange assays in vitro .;PMID26227241: It has been shown that Vav2 is an activator of RhoA , Cdc42 and Rac1XREF_BIBR and that down-regulation of VAV2 led to a significant drop in the amount of intracellular bacteria Campylobacter jejunXREF_BIBR .;PMID24795148: Vav2 has been shown to activate Cdc42 , Rac and RhoA downstream of growth factor receptors ( XREF_BIBR , XREF_BIBR ) .;PMID20940296: However , contrary to earlier results in model cells ( XREF_BIBR , XREF_BIBR ) but consistent with recent results in a pancreatic epithelial cancer cell line ( XREF_BIBR ) , knockdown of Vav2 with two different shRNAs dramatically reduced the Rac1 and Cdc42 but not the RhoA activation in response to EGF ( XREF_FIG , A and B ) .;PMID20940296: Because phospho-Vav2 is responsible for activation of Rac1 and Cdc42 , disruption of adherens junctions ( this study ) , and disruption of mammary epithelial acini in three-dimensional matrix culture as we have shown previously ( XREF_BIBR ) , our finding of Cbl dependent phospho-Vav2 ubiquitinylation highlights the role of Cbl in the maintenance of epithelial homeostasis during EGFR mediated cellular remodeling processes .;PMID20940296: Overexpression of constitutively active Vav2 activated Rac1 and Cdc42 and reorganized junctional actin cytoskeleton , these effects were suppressed by WT Cbl and enhanced by a ubiquitin ligase deficient Cbl mutant .;PMID25753037: Additionally , reduction in cholesterol levels has been linked to the activation of the phosphoinositide 3-kinase pathway ( XREF_BIBR , XREF_BIBR ) , which may in turn lead to Cdc42 activation via phosphatidylinositol ( 3,4,5 )-trisphosphate-sensitive Cdc42 GEFs , such as Vav2 and Vav3 ( XREF_BIBR ) .;PMID11448999: Since Vav2 activates RhoG in vitro ( XREF_BIBR ) and RhoG can activate both Cdc42 and Rac ( XREF_BIBR ) , we can not rule out the possibility that the effects we detect are mediated by RhoG .;PMID20940296: In contrast , combined Cbl and Cbl-b KD dramatically enhanced the EGF induced Vav2 phosphorylation in response to EGF stimulation ( XREF_FIGG ) and enhanced the EGF induced Rac1 and Cdc42 activation ( XREF_FIG , A and B ) ."	"PMID18653540: These results suggested that Vav2 and Asef are involved not only in the activation of Rac1 but also in that of Cdc42;PMID15728722: Reduced activation of Rac1 and Cdc42 was evident in Vav2 knockdown and Vav3 knockdown cells. Further suppression was observed in Vav2/3-depleted cells. These results were largely consistent with the results of the pull-down assay (Figure 2F). Together, both Vav2 and Vav3 are required for NGF-induced activation of Rac1 and Cdc42 in both early and late phases.;PMID15850391: We provide evidence that Vav2-mediated nucleotide exchange of Rho GTPases follows the Theorell-Chance mechanism in which the Vav2.Rho GTPase complex is the major species during the exchange process and the Vav2.GDP-Mg(2+).Rho GTPase ternary complex is present only transiently. The GTPase specificity for the DH-PH-CRD Vav2 in vitro follows this order: Rac1 > Cdc42 > RhoA.;PMID23255595: from table and figures."
CDC42	VAV3	PMID11884391;PMID15728722;NO (PMID10523675)	"F, F, F"	PMID26876204;PMID25753037	"PMID26876204: Among the novel putative KLF6 target genes identified by our studies is VAV3 , which has been shown to promote RAC1 and CDC42 activation 39 .;PMID25753037: Additionally , reduction in cholesterol levels has been linked to the activation of the phosphoinositide 3-kinase pathway ( XREF_BIBR , XREF_BIBR ) , which may in turn lead to Cdc42 activation via phosphatidylinositol ( 3,4,5 )-trisphosphate-sensitive Cdc42 GEFs , such as Vav2 and Vav3 ( XREF_BIBR ) ."	"PMID11884391: Vav3-mediated enhancement of NIH 3T3 cell motility was inhibited by PI3K inhibitor, LY294002, MAPK inhibitor, PD98059, and dominant negative mutants of Rac1 and Cdc42.;PMID15728722: Reduced activation of Rac1 and Cdc42 was evident in Vav2 knockdown and Vav3 knockdown cells. Further suppression was observed in Vav2/3-depleted cells. These results were largely consistent with the results of the pull-down assay (Figure 2F). Together, both Vav2 and Vav3 are required for NGF-induced activation of Rac1 and Cdc42 in both early and late phases.;PMID10523675: In contrast, Vav-3 (?1144) was inactive on the Cdc42 GTPase (Fig. 3D, left panel)."
RAC1	ABR	PMID7479768	F	PMID24152735	PMID24152735: These results indicate that Bcr and Abr negatively regulate Rac1 signaling in astrocytes .	"PMID7479768: The Dbl-homology domains of Bcr and Abr were active in stimulating GTP binding to CDC42Hs, RhoA, Rac1, and Rac2 (rank order, CDC42Hs > RhoA > Rac1 = Rac2) but were inactive toward Rap1A and Ha-Ras."
RAC1	AKAP13	NO (PMID7721814)	F			"PMID7721814: Unlike Dbl, which stimulates the rate of GDP dissociation from both Cdc42Hs and RhoA (7) without affecting Ras, Rac1, and TC10, Lbc specifically accelerated the rate of GDP dissociation from RhoA while showing no detectable effects on GDP dissociation from Cdc42Hs or from Ras, Rac1, or TC10 (Fig. 3 D)."
RAC1	ARHGEF1	NO (PMID8810315;PMID23255595;PMID21454492)	"F,F,F"			"PMID8810315: ?N-p115 did not interact with GST-Cdc42, GST-Rac (Fig. 4C), or K-Ras (data not shown).;PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF  (PRG), and leukemia-associated  RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RAC1	ARHGEF10	NO (PMID16896804)	A			"PMID16896804: As detected by guanine nucleotide exchange activity assay, precipitation assay of GTP-bound Rho proteins and serum response element dependent gene transcription Gef10 activates RhoA-C, but not Rac1 or Cdc42."
RAC1	ARHGEF10L	NO (PMID16112081)	A			"PMID16112081: In vitro, GrinchGEF induced the GDP/GTP exchange at RhoA, but not at Rac1 or Cdc42."
RAC1	ARHGEF11	NO (PMID10526156;PMID23255595;PMID21454492)	"F,F,F"			"PMID10526156: We report here that KIAA0380, a protein with a tandem DH/PH domain, an amino-terminal PDZ domain and a regulator of G protein signalling (RGS) homology domain, is a specific GEF for RhoA, but not for Rac1 and Cdc42, as determined by GDP release, guanosine 5?-O-(3-thio)triphosphate (GTP?S) binding and protein binding assays.;PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF  (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RAC1	ARHGEF12	NO (PMID11373293;PMID23255595;PMID21454492)	"F,F,F"			"PMID11373293: We performed in vitro exchange assays where the isolated Dbl homology (DH) or DH/pleckstrin homology domains of LARG functioned as a strong activator of RhoA, but exhibited no activity toward Rac1 or Cdc42. We found that LARG could complex with RhoA, but not Rac or Cdc42, in vitro, and that expression of LARG caused an increase in the levels of the activated GTP-bound form of RhoA, but not Rac1 or Cdc42, in vivo.;PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10."
RAC1	ARHGEF15	PMID27145964	F	PMID27145964	"PMID27145964: ARHGEF15 gene silencing in Hs766T cells reduced the amounts of activated GTP-RhoA , -Rac1 and -Cdc42 at 72h ."	"PMID27145964: ARHGEF15 gene silencing in Hs766T cells reduced the amounts of activated GTP-RhoA, -Rac1 and -Cdc42 at 72 h (Fig. 3c and Additional file 3: Figure S2a). Then, we investigated the effect of ARHGEF15 overexpression on the amounts of the activated forms of the Rho-family proteins. Both AsPC-1 and MIAPaCa-2 cells, which showed low endogenous expression levels of ARHGEF15, were transiently transfected with an expression vector encoding ARHGEF15. Detection of the Halo tag attached to the ARHGEF15 protein confirmed that more than 50 % of the cells overexpressed the exogenous ARHGEF15 (Fig. 3d and e). Pull-down assay for active Rho-family proteins showed that the levels of GTP-bound active RhoA, Rac1 and Cdc42 were significantly increased in the AsPC-1 cells that showed ARHGEF15 overexpression (Fig. 3f)."
RAC1	ARHGEF16	NO (PMID20679435)	F	PMID20679435;PMID20679435	"PMID20679435: Expression of EphA2 significantly increased Rac1 activity , which was suppressed by knockdown of Ephexin4 or RhoG ( XREF_FIG ) .;PMID20679435: In HeLa cells , expression of Flag-Ephexin4 significantly increased Rac1 activity , which was suppressed by knockdown of RhoG ( XREF_FIG ) ."	"PMID20679435: However, we could observe no obvious increase in the activities of Rac1 and Cdc42 in HEK293T cells by expression of Ephexin4 in pull-down assays with GST-fused Cdc42/Rac1 interactive binding (CRIB) domain of Pak to precipitate GTP-bound active Rac1 or Cdc42 (Fig. 1, D and E; Dock180 and Zizimin1 were used as positive controls for activation of Rac1 and Cdc42, respectively)."
RAC1	ARHGEF17	NO (PMID12071859)	F	PMID22911862	"PMID22911862: In this assay , TEM4 accelerated the intrinsic guanine nucleotide exchange rate of RhoA , as previously shown XREF_BIBR , XREF_BIBR , and the closely related RhoB and RhoC isoforms ( XREF_FIG ) , but not Rac1 or Cdc42 ( XREF_FIG ) ."	PMID12071859: Recombinant p164 interacted with and induced GDP/GTP exchange at RhoA but not at Rac1 or Cdc42.
